ID,NAME,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7_1,Q7_2,Q8,Q9_1,Q9_2,Q9_3,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q1_1_FA,Q1_2_FA,Q1_3_FA,Q6_15_FA
367,伊藤淳子,1,0,66,10,1,0,2,60,0,16,4,15,30,5,15,15,2,8,40,10,10,100,2,3,2,2,3,1,2,4,3,1,3,3,3,3,2,1,5,2,3,2,3,3,4,5,3,1,2,4,2,5,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,3,2,3,3,3,5,6,2,7,1,3,6,4,5,5,未来はいつも自分の心の中にある。強い心と優しい心を持って！！,個人の経済自立,,,
368,荒井広幸,1,0,66,10,3,2,1,58,0,16,15,6,80,20,65,5,30,20,5,55,55,100,2,2,3,4,4,3,2,2,3,2,3,2,3,3,3,2,4,2,3,2,3,2,2,2,2,1,2,2,2,4,1,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,1,2,2,3,2,99,4,3,2,5,6,1,7,6,未来への投資と考え、社会の一員としての自覚と責任を果たして。,共助力,,,
369,山田太郎,1,0,66,10,3,1,1,49,0,16,3,16,50,50,50,50,50,50,50,50,50,50,3,3,2,4,4,3,3,3,3,2,1,2,4,5,3,3,4,1,1,2,2,1,4,3,5,4,4,4,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,4,2,2,4,3,2,4,1,3,2,6,4,5,7,4,次の世代のための政治を実現するため選挙に行って下さい。,表現の自由,,児童養護,
370,大坂佳巨,1,0,66,10,1,0,1,45,0,15,13,3,50,0,50,50,50,50,50,50,50,100,1,5,5,3,3,2,1,5,3,3,1,2,4,5,5,3,5,3,1,3,5,1,1,5,3,1,3,1,1,5,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,3,3,2,1,4,3,1,2,2,5,1,7,3,6,4,5,１８歳選挙権は勝取ったのではなく与えられたもの。それでいいのか,,,,天皇の国事行為について現状に合わせる
371,朝倉秀雄,1,0,66,10,1,0,1,64,0,6,2,15,90,0,0,0,0,0,0,0,0,100,1,1,1,1,5,1,1,1,5,1,5,1,1,5,5,1,5,5,5,5,5,1,1,1,3,1,5,1,1,5,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,5,1,1,1,2,3,2,5,1,2,6,4,7,5,3,10,特になし,,,,天皇の元首的地位を明確にする。
372,田中大助,1,0,66,10,1,0,1,63,0,1,2,10,75,10,80,10,50,5,50,50,50,100,1,3,2,1,3,1,1,1,2,3,3,5,2,3,2,1,5,2,3,3,5,1,5,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,5,5,2,3,4,2,3,4,7,6,1,4,5,3,2,9,１票の力は小さいが纏まれば大きな力になることを実感してほしい,,,,
373,藤岡佳代子,1,0,66,10,1,0,2,50,0,5,15,4,80,30,50,30,50,50,50,50,50,100,2,4,3,3,4,2,2,4,3,3,2,3,5,4,2,3,5,1,2,1,3,2,3,3,5,2,4,4,2,3,4,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,3,2,3,2,3,3,1,3,6,2,5,1,7,6,4,3,5,日本の未来を創るのは皆さんです。夢や希望を聞かせてくださいね。,,,,
374,福田晃三,1,0,66,10,1,0,1,39,0,10,5,7,100,0,50,0,0,0,0,50,50,100,1,1,2,3,3,2,2,2,3,4,2,1,2,5,2,3,4,5,5,5,1,5,1,2,2,3,5,3,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,1,3,1,2,4,1,1,5,3,6,2,4,7,5,選挙に行く前に、政治家を知ってください。,,,,日本人が日本人の為に作るべきだ。
375,平山誠,1,0,66,10,2,1,1,64,0,16,15,6,80,20,65,5,30,20,5,55,55,100,2,2,3,4,4,3,2,2,3,2,3,2,3,3,3,2,4,2,3,2,3,2,2,2,2,1,2,2,2,4,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,1,1,2,2,3,2,99,4,3,2,5,6,1,7,6,若い方々が投票に行けば、奨学金問題などすぐ解決します！,共助力,,,
376,七海ひろこ,1,0,66,11,1,0,2,31,0,1,2,12,40,10,10,5,10,5,5,30,10,5,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,3,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,1,3,6,5,2,7,4,7,大きな夢の描ける日本を創るために、一緒に政治を変えていこう！,,,,
377,釈量子,1,0,66,11,1,0,2,46,0,1,2,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,99,2,4,6,6,5,7,4,2,3,1,6,99,,,,
378,円より子,1,0,66,12,2,3,2,69,0,12,1,7,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,3,5,5,5,1,1,5,5,3,3,5,5,1,3,1,1,1,3,5,5,1,5,5,3,99,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,5,3,1,99,99,99,99,99,99,99,4,次の時代を担う自覚と責任感を持ってあなたの1票を投じてほしい,,,,
379,吉田晶子,1,0,66,12,1,0,2,45,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
380,橋本勉,1,0,66,12,1,0,1,62,0,2,6,10,30,40,20,30,20,40,40,20,10,5,4,3,4,4,2,2,2,4,2,2,2,4,4,2,2,2,3,2,4,3,2,3,2,3,2,2,2,3,1,1,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,4,4,2,4,2,4,5,2,4,1,6,3,5,7,4,勉強して、どの政策がより正しい政策なのか。自主的な判断を。,,,,
381,荒木大樹,1,0,66,12,1,0,1,45,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
382,小林節,1,0,66,12,1,0,1,67,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
383,杉本志乃,1,0,66,12,1,0,2,48,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
384,大西さちえ,1,0,66,12,1,0,2,43,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
385,渡辺良弘,1,0,66,12,1,0,1,50,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
386,平野道子,1,0,66,12,1,0,2,37,0,5,12,15,50,10,10,10,10,10,10,50,10,10,1,4,3,1,5,3,3,5,4,2,4,3,1,4,2,1,5,5,2,4,5,4,4,3,5,1,4,4,2,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,5,4,4,3,1,4,6,6,7,4,3,5,2,1,6,あなたの１票が意思表示となり日本を創ります。投票日は７/１０,,,,
387,立川光昭,1,0,66,12,1,0,1,39,0,16,4,5,50,50,50,50,50,50,50,50,50,50,3,5,3,5,3,2,2,4,4,2,2,4,4,5,2,3,4,2,2,1,2,5,2,4,4,2,4,4,2,2,3,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,2,1,5,5,5,3,3,1,4,1,2,3,4,5,6,7,5,責任を持って、考えて決断しよう。,障害者福祉,,,
388,佐野秀光,1,0,66,13,1,0,1,45,0,99,99,99,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,5,新しい世代に新しい選択肢が出来ました。とにかく選挙に行こう。,,,,
389,本藤昭子,1,0,66,13,1,0,2,74,0,99,99,99,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,5,新しい世代に新しい選択肢が出来ました。とにかく選挙に行こう。,,,,
390,伊達忠一,0,1,1,1,3,3,1,77,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
391,小川勝也,1,1,1,2,3,4,1,53,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
392,滝沢求,0,1,2,1,3,1,1,57,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
393,平野達男,1,1,3,15,3,3,1,62,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
394,愛知治郎,1,1,4,1,3,3,1,47,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
395,和田政宗,1,1,4,8,3,1,1,41,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
396,中泉松司,1,1,5,1,3,1,1,37,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,4,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,まずは8の一部改正の議論から進めるべき
397,大沼みずほ,1,1,6,1,3,1,2,37,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,参議院議員の都道府県代表制の明記
398,森まさこ,0,1,7,1,3,2,2,51,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
399,上月良祐,0,1,8,1,3,1,1,53,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
400,藤田幸久,1,1,8,2,3,2,1,66,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
401,高橋克法,1,1,9,1,3,1,1,58,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
402,山本一太,0,1,10,1,3,4,1,58,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
403,古川俊治,0,1,11,1,3,2,1,53,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
404,矢倉克夫,1,1,11,3,3,1,1,41,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
405,行田邦子,1,1,11,15,3,2,2,50,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,2,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,自衛権明記、46条及び参議院の役割
406,豊田俊郎,1,1,12,1,3,1,1,63,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
407,石井準一,0,1,12,1,3,2,1,58,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
408,長浜博行,1,1,12,2,3,2,1,57,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
409,武見敬三,0,1,13,1,3,4,1,64,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
410,丸川珠代,0,1,13,1,3,2,2,45,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
411,山口那津男,1,1,13,3,3,3,1,63,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
412,吉良よし子,1,1,13,4,3,1,2,33,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
413,山本太郎,1,1,13,7,3,1,1,41,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
414,島村大,1,1,14,1,3,1,1,55,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,2,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
415,牧山ひろえ,1,1,14,2,3,2,2,51,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
416,佐々木さやか,1,1,14,3,3,1,2,35,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,2,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
417,松沢成文,1,1,14,15,3,1,1,58,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,自衛権の保持を明記する
418,塚田一郎,1,1,15,1,3,2,1,52,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
419,風間直樹,1,1,15,2,3,2,1,49,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,行政権を強化する。併せて国会の行政監視機能を強化する
420,堂故茂,0,1,16,1,3,1,1,63,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
421,山田修路,0,1,17,1,3,1,1,62,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
422,滝波宏文,0,1,18,1,3,1,1,44,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
423,森屋宏,1,1,19,1,3,1,1,58,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
424,吉田博美,0,1,20,1,3,3,1,67,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
425,羽田雄一郎,1,1,20,2,3,4,1,48,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
426,大野泰正,1,1,21,1,3,1,1,57,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,3,1,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
427,牧野たかお,1,1,22,1,3,2,1,57,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,発議要件を3/5にする
428,榛葉賀津也,0,1,22,2,3,3,1,49,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
429,酒井庸行,0,1,23,1,3,1,1,64,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
430,大塚耕平,0,1,23,2,3,3,1,56,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
431,薬師寺みちよ,0,1,23,15,3,1,2,52,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
432,吉川ゆうみ,0,1,24,1,3,1,2,42,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
433,二之湯武史,0,1,25,1,3,1,1,39,66,66,66,66,666,666,666,666,666,666,666,666,666,666,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,,,,
